timestamp,lat,lon,speed,altitude_gps,heading,altitude_baro,gnss_fix_valid,gnss_fix_age_ms,gnss_satellites,gnss_satellites_age_ms,gnss_hdop,gnss_hdop_age_ms
2026-09-25T14:52:03.301Z,51.039856,17.047483,91.6,137.9,58,68.0,1,13,12,99,0.57,99
2026-09-25T14:52:03.401Z,51.039868,17.047514,92.6,137.9,58,68.2,1,14,12,97,0.57,97
2026-09-25T14:52:03.501Z,51.039880,17.047546,93.5,137.9,58,68.3,1,14,12,97,0.57,97
2026-09-25T14:52:03.599Z,51.039893,17.047578,94.8,138.0,58,68.9,1,14,12,95,0.57,95
2026-09-25T14:52:03.700Z,51.039905,17.047610,95.5,138.0,58,68.5,1,13,12,98,0.57,98
2026-09-25T14:52:03.799Z,51.039918,17.047643,96.6,138.0,58,68.8,1,14,12,96,0.57,96
2026-09-25T14:52:03.898Z,51.039931,17.047676,97.4,138.0,58,68.5,1,13,12,96,0.57,96
2026-09-25T14:52:04.000Z,51.039944,17.047709,98.2,138.0,58,68.3,1,13,12,98,0.57,98
2026-09-25T14:52:04.107Z,51.039957,17.047742,98.8,138.0,58,69.3,1,14,12,104,0.57,104
2026-09-25T14:52:04.200Z,51.039970,17.047776,99.7,138.0,58,68.6,1,13,12,91,0.57,91
2026-09-25T14:52:04.302Z,51.039983,17.047809,100.4,138.1,58,68.6,1,14,12,99,0.57,99
2026-09-25T14:52:04.400Z,51.039997,17.047843,101.0,138.1,58,69.1,1,14,12,95,0.57,95
2026-09-25T14:52:04.502Z,51.040010,17.047877,101.5,138.1,58,68.8,1,14,12,99,0.57,99
2026-09-25T14:52:04.600Z,51.040023,17.047912,102.2,138.1,58,68.2,1,13,12,95,0.57,95
2026-09-25T14:52:04.701Z,51.040037,17.047946,103.0,138.1,58,68.2,1,13,12,98,0.57,98
2026-09-25T14:52:04.800Z,51.040051,17.047981,103.7,138.1,58,69.2,1,13,12,96,0.57,96
2026-09-25T14:52:04.901Z,51.040065,17.048016,104.2,138.1,58,68.2,1,13,12,98,0.57,98
2026-09-25T14:52:05.000Z,51.040079,17.048051,105.0,138.1,58,68.6,1,13,12,96,0.57,96
2026-09-25T14:52:05.101Z,51.040093,17.048087,105.4,138.1,58,68.5,1,13,12,98,0.57,98
2026-09-25T14:52:05.197Z,51.040107,17.048123,106.3,138.1,58,69.2,1,13,12,93,0.57,93
2026-09-25T14:52:05.302Z,51.040121,17.048158,106.8,138.2,58,68.9,1,14,12,102,0.57,102
2026-09-25T14:52:05.401Z,51.040135,17.048195,107.4,138.2,58,68.6,1,13,12,96,0.57,96
2026-09-25T14:52:05.502Z,51.040149,17.048231,108.1,138.2,58,68.9,1,13,12,98,0.57,98
2026-09-25T14:52:05.600Z,51.040164,17.048267,108.4,138.2,58,68.5,1,13,12,95,0.57,95
2026-09-25T14:52:05.701Z,51.040178,17.048304,108.8,138.2,58,69.5,1,13,12,98,0.57,98
2026-09-25T14:52:05.800Z,51.040193,17.048340,108.5,138.2,58,68.0,1,13,12,96,0.57,96
2026-09-25T14:52:05.902Z,51.040207,17.048376,108.3,138.2,58,68.2,1,13,12,99,0.57,99
2026-09-25T14:52:06.000Z,51.040221,17.048413,108.2,138.2,58,68.8,1,13,12,96,0.57,96
2026-09-25T14:52:06.105Z,51.040236,17.048449,108.0,138.2,58,68.1,1,13,12,102,0.57,102
2026-09-25T14:52:06.200Z,51.040250,17.048486,107.9,138.2,58,68.8,1,13,12,93,0.57,93
2026-09-25T14:52:06.301Z,51.040264,17.048522,107.8,138.2,58,67.4,1,13,12,98,0.57,98
2026-09-25T14:52:06.400Z,51.040278,17.048558,107.7,138.2,58,67.8,1,13,12,96,0.57,96
2026-09-25T14:52:06.497Z,51.040292,17.048594,107.2,138.1,58,68.3,1,13,12,94,0.57,94
2026-09-25T14:52:06.599Z,51.040306,17.048630,106.8,138.1,58,68.1,1,13,12,99,0.57,99
2026-09-25T14:52:06.699Z,51.040320,17.048665,106.3,138.1,58,67.0,1,13,12,97,0.57,97
2026-09-25T14:52:06.799Z,51.040334,17.048701,105.9,138.1,58,67.7,1,13,12,97,0.57,97
2026-09-25T14:52:06.900Z,51.040348,17.048737,105.3,138.1,58,66.3,1,14,12,98,0.57,98
2026-09-25T14:52:07.000Z,51.040362,17.048772,104.5,138.2,58,67.5,1,13,12,97,0.57,97
2026-09-25T14:52:07.100Z,51.040375,17.048807,104.0,138.2,58,67.4,1,13,12,97,0.57,97
2026-09-25T14:52:07.200Z,51.040389,17.048841,103.4,138.2,58,66.7,1,14,12,97,0.57,97
2026-09-25T14:52:07.300Z,51.040402,17.048876,103.0,138.2,58,66.7,1,14,12,97,0.57,97
2026-09-25T14:52:07.400Z,51.040416,17.048910,102.2,138.2,58,66.4,1,14,12,97,0.57,97
2026-09-25T14:52:07.499Z,51.040430,17.048944,101.6,138.2,58,66.7,1,13,12,96,0.57,96
2026-09-25T14:52:07.600Z,51.040443,17.048978,100.9,138.2,58,67.1,1,13,12,98,0.57,98
2026-09-25T14:52:07.700Z,51.040456,17.049012,100.4,138.3,58,66.7,1,13,12,97,0.57,97
2026-09-25T14:52:07.798Z,51.040469,17.049045,99.8,138.3,58,66.0,1,13,12,95,0.57,95
2026-09-25T14:52:07.899Z,51.040482,17.049079,99.2,138.3,58,66.2,1,13,12,98,0.57,98
2026-09-25T14:52:08.000Z,51.040495,17.049111,98.5,138.3,58,65.9,1,14,12,99,0.57,99
2026-09-25T14:52:08.105Z,51.040508,17.049144,98.1,138.3,58,65.6,1,14,12,102,0.57,102
2026-09-25T14:52:08.199Z,51.040521,17.049177,97.3,138.3,58,65.9,1,13,12,93,0.57,93
2026-09-25T14:52:08.298Z,51.040534,17.049209,96.6,138.3,58,66.4,1,13,12,96,0.57,96
2026-09-25T14:52:08.399Z,51.040547,17.049242,96.1,138.3,58,65.3,1,13,12,98,0.57,98
2026-09-25T14:52:08.498Z,51.040559,17.049274,95.4,138.3,58,65.7,1,13,12,96,0.57,96
2026-09-25T14:52:08.599Z,51.040572,17.049305,94.8,138.3,58,65.7,1,13,12,98,0.57,98
2026-09-25T14:52:08.697Z,51.040584,17.049337,94.1,138.3,58,65.6,1,13,12,95,0.57,95
2026-09-25T14:52:08.799Z,51.040596,17.049369,93.5,138.4,58,65.2,1,14,12,99,0.57,99
2026-09-25T14:52:08.897Z,51.040609,17.049400,92.9,138.4,58,66.5,1,13,12,95,0.57,95
2026-09-25T14:52:09.000Z,51.040621,17.049431,92.1,138.4,58,65.3,1,13,12,99,0.57,99
2026-09-25T14:52:09.096Z,51.040633,17.049461,91.5,138.4,58,66.1,1,13,12,93,0.57,93
2026-09-25T14:52:09.200Z,51.040645,17.049492,90.8,138.4,58,65.6,1,14,12,101,0.57,101
2026-09-25T14:52:09.299Z,51.040657,17.049522,90.2,138.4,58,65.7,1,14,12,96,0.57,96
2026-09-25T14:52:09.400Z,51.040669,17.049553,89.7,138.4,58,65.4,1,14,12,98,0.57,98
2026-09-25T14:52:09.498Z,51.040680,17.049582,89.0,138.4,58,65.6,1,13,12,95,0.57,95
2026-09-25T14:52:09.600Z,51.040692,17.049612,88.6,138.4,58,65.9,1,13,12,99,0.57,99
2026-09-25T14:52:09.698Z,51.040704,17.049642,88.1,138.4,58,65.4,1,13,12,95,0.57,95
2026-09-25T14:52:09.799Z,51.040715,17.049671,87.5,138.4,58,65.9,1,13,12,98,0.57,98
2026-09-25T14:52:09.898Z,51.040727,17.049701,87.1,138.4,58,65.1,1,13,12,96,0.57,96
2026-09-25T14:52:10.000Z,51.040738,17.049730,87.0,138.4,58,65.6,1,13,12,99,0.57,99
2026-09-25T14:52:10.106Z,51.040750,17.049759,86.6,138.4,58,65.5,1,14,12,103,0.57,103
2026-09-25T14:52:10.200Z,51.040761,17.049788,86.4,138.4,58,64.8,1,13,12,93,0.57,93
2026-09-25T14:52:10.299Z,51.040773,17.049817,86.1,138.4,58,65.9,1,14,12,96,0.57,96
2026-09-25T14:52:10.398Z,51.040784,17.049846,86.0,138.4,58,65.1,1,14,12,96,0.57,96
2026-09-25T14:52:10.499Z,51.040796,17.049875,85.9,138.4,58,65.6,1,14,12,98,0.57,98
2026-09-25T14:52:10.600Z,51.040807,17.049903,85.6,138.3,58,65.6,1,13,12,98,0.57,98
2026-09-25T14:52:10.699Z,51.040818,17.049932,85.5,138.3,58,65.7,1,13,12,96,0.57,96
2026-09-25T14:52:10.800Z,51.040829,17.049961,85.2,138.3,58,64.9,1,13,12,98,0.57,98
2026-09-25T14:52:10.898Z,51.040841,17.049989,85.0,138.3,58,65.1,1,13,12,95,0.57,95
2026-09-25T14:52:11.000Z,51.040852,17.050018,84.7,138.2,58,64.6,1,13,12,99,0.57,99
2026-09-25T14:52:11.099Z,51.040863,17.050047,84.4,138.2,58,64.7,1,14,12,96,0.57,96
2026-09-25T14:52:11.199Z,51.040874,17.050075,84.0,138.2,58,65.3,1,13,12,97,0.57,97
2026-09-25T14:52:11.298Z,51.040885,17.050103,83.7,138.2,58,64.5,1,13,12,96,0.57,96
2026-09-25T14:52:11.400Z,51.040896,17.050131,83.3,138.1,58,65.0,1,14,12,99,0.57,99
2026-09-25T14:52:11.499Z,51.040907,17.050159,83.1,138.1,58,64.7,1,13,12,96,0.57,96
2026-09-25T14:52:11.601Z,51.040918,17.050187,82.9,138.1,58,65.5,1,14,12,99,0.57,99
2026-09-25T14:52:11.696Z,51.040929,17.050215,82.7,138.1,58,64.9,1,13,12,92,0.57,92
2026-09-25T14:52:11.800Z,51.040940,17.050242,82.4,138.0,58,64.8,1,13,12,101,0.57,101
2026-09-25T14:52:11.899Z,51.040950,17.050270,82.2,138.0,58,65.0,1,14,12,96,0.57,96
2026-09-25T14:52:12.000Z,51.040961,17.050298,82.0,138.0,58,65.4,1,14,12,96,0.57,96
2026-09-25T14:52:12.106Z,51.040972,17.050325,81.7,138.0,58,65.0,1,14,12,103,0.57,103
2026-09-25T14:52:12.200Z,51.040982,17.050353,81.6,137.9,58,65.4,1,14,12,93,0.57,93
2026-09-25T14:52:12.298Z,51.040993,17.050381,81.6,137.9,58,64.5,1,13,12,95,0.57,95
2026-09-25T14:52:12.398Z,51.041004,17.050408,81.2,137.9,58,64.0,1,13,12,97,0.57,97
2026-09-25T14:52:12.498Z,51.041014,17.050435,81.2,137.9,58,64.6,1,13,12,97,0.57,97
2026-09-25T14:52:12.598Z,51.041025,17.050462,80.9,137.8,58,64.9,1,13,12,97,0.57,97
2026-09-25T14:52:12.698Z,51.041035,17.050490,80.7,137.8,58,64.3,1,14,12,97,0.57,97
2026-09-25T14:52:12.798Z,51.041046,17.050517,80.5,137.8,58,64.5,1,14,12,97,0.57,97
2026-09-25T14:52:12.897Z,51.041057,17.050544,80.5,137.8,58,65.0,1,13,12,96,0.57,96
2026-09-25T14:52:13.000Z,51.041067,17.050571,80.1,137.8,58,64.6,1,13,12,96,0.57,96
2026-09-25T14:52:13.105Z,51.041078,17.050598,80.2,137.7,59,64.9,1,13,12,102,0.57,102
2026-09-25T14:52:13.202Z,51.041088,17.050625,79.8,137.7,58,65.4,1,13,12,94,0.57,94
2026-09-25T14:52:13.302Z,51.041099,17.050652,79.7,137.7,58,64.4,1,13,12,97,0.57,97
2026-09-25T14:52:13.405Z,51.041109,17.050679,79.5,137.7,58,64.5,1,13,12,100,0.57,100
2026-09-25T14:52:13.503Z,51.041120,17.050705,79.4,137.7,58,64.2,1,13,12,95,0.57,95
2026-09-25T14:52:13.603Z,51.041130,17.050732,79.2,137.6,58,64.7,1,13,12,97,0.57,97
2026-09-25T14:52:13.702Z,51.041140,17.050759,79.0,137.6,58,65.7,1,13,12,96,0.57,96
2026-09-25T14:52:13.805Z,51.041151,17.050785,78.9,137.6,58,64.4,1,13,12,100,0.57,100
2026-09-25T14:52:13.902Z,51.041161,17.050812,78.7,137.6,58,64.6,1,13,12,94,0.57,94
2026-09-25T14:52:14.000Z,51.041171,17.050838,78.4,137.6,58,64.5,1,13,12,97,0.57,97
2026-09-25T14:52:14.107Z,51.041181,17.050864,78.5,137.6,59,64.7,1,14,12,104,0.57,104
2026-09-25T14:52:14.200Z,51.041192,17.050891,78.1,137.6,58,66.4,1,14,12,92,0.57,92
2026-09-25T14:52:14.297Z,51.041202,17.050917,77.9,137.6,58,63.4,1,13,12,94,0.57,94
2026-09-25T14:52:14.400Z,51.041212,17.050944,78.6,137.6,59,64.1,1,14,12,100,0.57,100
2026-09-25T14:52:14.500Z,51.041222,17.050970,77.6,137.5,59,64.1,1,14,12,97,0.57,97
2026-09-25T14:52:14.600Z,51.041232,17.050996,78.2,137.5,59,63.8,1,13,12,97,0.57,97
2026-09-25T14:52:14.699Z,51.041243,17.051023,78.4,137.5,58,64.5,1,13,12,96,0.57,96
2026-09-25T14:52:14.799Z,51.041253,17.051049,78.1,137.5,58,63.6,1,13,12,97,0.57,97
2026-09-25T14:52:14.963Z,51.041263,17.051075,77.0,137.5,58,63.9,1,78,12,161,0.57,161
2026-09-25T14:52:15.000Z,51.041272,17.051101,76.2,137.5,59,64.3,1,13,12,197,0.57,197
2026-09-25T14:52:15.100Z,51.041282,17.051127,77.1,137.5,59,64.8,1,13,12,97,0.57,97
2026-09-25T14:52:15.171Z,51.041288,17.051141,77.0,137.4,59,63.9,1,13,12,68,0.57,68
2026-09-25T14:52:15.319Z,51.041305,17.051184,76.7,137.4,58,64.3,1,13,12,145,0.57,145
2026-09-25T14:52:15.487Z,51.041321,17.051227,77.0,137.4,58,64.7,1,13,12,165,0.57,165
2026-09-25T14:52:15.656Z,51.041338,17.051269,76.1,137.4,58,64.7,1,15,12,166,0.57,166
2026-09-25T14:52:15.817Z,51.041354,17.051312,75.7,137.3,58,63.4,1,13,12,160,0.57,160
2026-09-25T14:52:15.985Z,51.041370,17.051354,75.3,137.3,58,63.2,1,13,12,165,0.57,165
2026-09-25T14:52:16.000Z,51.041387,17.051396,74.9,137.3,58,63.6,1,15,12,168,0.57,168
2026-09-25T14:52:16.160Z,51.041402,17.051437,74.1,137.3,59,63.7,1,13,12,158,0.57,158
2026-09-25T14:52:16.325Z,51.041418,17.051478,73.5,137.2,59,63.8,1,13,12,162,0.57,162
2026-09-25T14:52:16.501Z,51.041433,17.051519,72.7,137.1,59,64.2,1,16,12,173,0.57,173
